STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/18/2007,0.01,,39,26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/19/2007,0,,48,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/20/2007,0,,36,26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/21/2007,0,,26,21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/22/2007,0,,23,14
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/23/2007,0,,34,17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/24/2007,0,,35,25
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/25/2007,0,,45,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/26/2007,0,,35,8
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/27/2007,0,,15,-2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/28/2007,0,,20,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/29/2007,0,,12,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/30/2007,0,,18,-2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/1/2007,0.2,,17,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/2/2007,0,,13,-1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/3/2007,0,,17,-6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/4/2007,0.06,,18,12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/5/2007,0,,13,-8
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/6/2007,0,,23,-2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/7/2007,0,,5,-9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/8/2007,0,,1,-15
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/9/2007,0,,8,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/10/2007,0,,17,-3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/11/2007,0,,15,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/12/2007,0,,19,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/13/2007,0,,29,-4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/14/2007,0,,5,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/15/2007,0,,18,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/16/2007,0,,19,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/17/2007,0,,27,6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/18/2007,0,,23,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/19/2007,0,,23,5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/20/2007,0,,25,16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/21/2007,0.02,,33,24
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/22/2007,0,,32,-4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/23/2007,0,,8,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/24/2007,0,,21,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/25/2007,0,,28,21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/26/2007,0,,24,19
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/27/2007,0,,20,13
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/28/2007,0,,20,15
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/29/2007,0,,18,15
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/30/2007,0,,19,6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/31/2007,0,,16,1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/1/2008,0,,2,-7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/2/2008,0,,14,-13
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/3/2008,0,,22,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/4/2008,0,,26,9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/5/2008,0,,35,10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/6/2008,0,,41,25
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/7/2008,0,,38,23
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/8/2008,0,,32,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/9/2008,0,,25,5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/10/2008,0,,27,16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/11/2008,0,,20,16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/12/2008,0,,20,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/13/2008,0.03,,21,-5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/14/2008,0,,-3,-14
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/15/2008,0,,17,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/16/2008,0,,20,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/17/2008,0,,12,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/18/2008,0,,10,-17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/19/2008,0,,-7,-21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/20/2008,0,,-2,-23
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/21/2008,0,,5,-10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/22/2008,0,,4,-10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/23/2008,0,,-2,-17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/24/2008,0,,9,-19
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/25/2008,0,,19,-3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/26/2008,0,,22,9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/27/2008,0,,41,10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/28/2008,0,,38,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/29/2008,0,,11,-17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/30/2008,0,,-11,-22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/31/2008,0,,9,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/1/2008,0,,27,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/2/2008,0,,16,8
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/3/2008,0,,28,5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/4/2008,0.01,,29,24
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/5/2008,0,,27,1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/6/2008,0,,21,-2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/7/2008,0,,21,6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/8/2008,0.01,,23,18
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/9/2008,0,,22,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/10/2008,0,,-12,-20
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/11/2008,0,,3,-13
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/12/2008,0,,13,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/13/2008,0.06,,14,6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/14/2008,0,,9,-9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/15/2008,0,,10,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/16/2008,0.02,,36,9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/17/2008,0,,32,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/18/2008,0,,0,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/19/2008,0,,4,-21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/20/2008,0,,-3,-26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/21/2008,0,,15,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/22/2008,0,,22,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/23/2008,0,,33,4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/24/2008,0,,34,14
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/25/2008,0,,26,10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/26/2008,0,,22,9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/27/2008,0,,22,8
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/28/2008,0.01,,27,10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",2/29/2008,0,,28,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/1/2008,0,,28,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/2/2008,0,,29,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/3/2008,0,,11,-1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/4/2008,0,,30,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/5/2008,0,,26,1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/6/2008,0,,9,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/7/2008,0,,6,-19
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/8/2008,0,,16,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/9/2008,0,,21,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/10/2008,0,,35,-4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/11/2008,0,,40,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/12/2008,0.18,,41,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/13/2008,0,,43,28
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/14/2008,0,,30,17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/15/2008,0,,28,11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/16/2008,0,,32,14
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/17/2008,0.02,,33,28
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/18/2008,0,,39,28
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/19/2008,0,,39,23
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/20/2008,0,,34,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/21/2008,0.27,,31,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/22/2008,0,,33,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/23/2008,0,,27,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/24/2008,0,,39,5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/25/2008,0,,38,20
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/26/2008,0,,34,21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/27/2008,0,,35,21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/28/2008,0,,40,13
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/29/2008,0,,42,28
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/30/2008,0,,38,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/31/2008,0.02,,32,28
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/1/2008,0,,37,23
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/2/2008,0.02,,41,24
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/3/2008,0,,52,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/4/2008,0,,57,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/5/2008,0.03,,56,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/6/2008,0.15,,36,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/7/2008,0.08,,40,26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/8/2008,0,,43,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/9/2008,0,,50,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/10/2008,0.31,,41,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/11/2008,0.13,,33,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/12/2008,0,,37,26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/13/2008,0,,43,19
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/14/2008,0,,47,24
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/15/2008,0,,65,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/16/2008,0,,54,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/17/2008,0,,57,31
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/18/2008,0,,58,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/19/2008,0,,62,35
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/20/2008,0,,63,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/21/2008,0.06,,62,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/22/2008,0,,59,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/23/2008,0,,71,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/24/2008,0.01,,60,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/25/2008,0.33,,34,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/26/2008,0.09,,36,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/27/2008,0,,39,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/28/2008,0,,41,24
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/29/2008,0,,52,28
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/30/2008,0,,61,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/1/2008,0,,59,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/2/2008,0.08,,44,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/3/2008,0,,53,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/4/2008,0,,67,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/5/2008,0,,65,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/6/2008,0.02,,70,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/7/2008,0,,63,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/8/2008,0,,58,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/9/2008,0,,61,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/10/2008,0.89,,52,35
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/11/2008,0,,56,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/12/2008,0,,65,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/13/2008,0.05,,57,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/14/2008,0,,63,35
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/15/2008,0.11,,68,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/16/2008,0,,79,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/17/2008,0,,70,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/18/2008,0,,61,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/19/2008,0.01,,54,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/20/2008,0,,61,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/21/2008,0,,67,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/22/2008,0,,69,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/23/2008,0,,70,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/24/2008,0,,72,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/25/2008,0,,82,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/26/2008,0,,60,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/27/2008,0,,60,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/28/2008,0,,69,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/29/2008,0.63,,58,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/30/2008,0,,69,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/31/2008,0,,78,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/1/2008,0,,79,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/2/2008,0.48,,65,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/3/2008,0.02,,58,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/4/2008,0.16,,65,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/5/2008,0.88,,61,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/6/2008,0.34,,69,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/7/2008,0.05,,74,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/8/2008,0,,72,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/9/2008,0.01,,67,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/10/2008,0.01,,68,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/11/2008,1.41,,62,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/12/2008,0.01,,74,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/13/2008,0,,64,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/14/2008,0.53,,74,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/15/2008,0,,68,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/16/2008,0,,68,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/17/2008,0,,75,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/18/2008,0,,78,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/19/2008,0,,80,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/20/2008,0,,79,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/21/2008,0,,78,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/22/2008,0,,77,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/23/2008,0,,79,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/24/2008,0,,85,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/25/2008,0.1,,82,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/26/2008,0,,82,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/27/2008,0.11,,79,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/28/2008,0.9,,65,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/29/2008,0,,76,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/30/2008,0,,80,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/1/2008,0,,88,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/2/2008,0,,73,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/3/2008,0,,71,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/4/2008,0,,79,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/5/2008,0,,87,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/6/2008,0,,88,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/7/2008,0.66,,83,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/8/2008,0,,73,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/9/2008,0,,81,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/10/2008,0.99,,79,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/11/2008,0.01,,91,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/12/2008,0.01,,76,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/13/2008,0,,76,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/14/2008,0,,84,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/15/2008,0,,85,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/16/2008,0.55,,81,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/17/2008,0.12,,82,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/18/2008,0,,77,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/19/2008,0.88,,72,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/20/2008,0.21,,79,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/21/2008,0,,81,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/22/2008,0,,79,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/23/2008,0,,79,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/24/2008,0,,77,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/25/2008,0,,82,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/26/2008,0,,83,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/27/2008,0,,81,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/28/2008,0,,86,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/29/2008,0.03,,83,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/30/2008,0,,84,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/31/2008,0.13,,83,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/1/2008,0,,84,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/2/2008,0,,82,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/3/2008,0.01,,77,65
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/4/2008,0,,83,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/5/2008,0,,85,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/6/2008,0,,85,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/7/2008,0,,81,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/8/2008,0.07,,77,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/9/2008,0.11,,81,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/10/2008,0,,78,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/11/2008,1.1,,69,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/12/2008,0.01,,80,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/13/2008,0,,82,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/14/2008,0,,79,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/15/2008,0,,80,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/16/2008,0,,84,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/17/2008,0,,87,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/18/2008,0,,86,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/19/2008,0,,87,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/20/2008,0,,85,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/21/2008,0,,82,65
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/22/2008,0,,79,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/23/2008,0,,71,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/24/2008,0,,75,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/25/2008,0,,78,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/26/2008,0,,78,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/27/2008,0.57,,74,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/28/2008,0,,75,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/29/2008,0,,81,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/30/2008,0,,84,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/31/2008,0,,85,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/1/2008,0,,89,69
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/2/2008,0.21,,75,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/3/2008,0,,65,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/4/2008,0,,65,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/5/2008,0,,59,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/6/2008,0,,68,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/7/2008,0.18,,62,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/8/2008,0.01,,61,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/9/2008,0,,69,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/10/2008,0.01,,67,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/11/2008,0.56,,65,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/12/2008,0,,71,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/13/2008,0.4,,62,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/14/2008,0.32,,56,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/15/2008,0,,70,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/16/2008,0,,80,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/17/2008,0,,73,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/18/2008,0,,80,54
