"cgPlaId","Year","headCt","startDateEarly","endDateEarly","startDateLate","endDateLate","note"
5628,2010,"1",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
5645,2010,"1",2010-7-8 0:00:00,2010-7-22 0:00:00,2010-7-8 0:00:00,2010-7-22 0:00:00,
5659,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
5660,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
5663,2010,"1",2010-6-28 0:00:00,2010-7-9 0:00:00,2010-6-28 0:00:00,2010-7-9 0:00:00,
5667,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
5668,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
5674,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,"changed from 894.9 to 894.5 gkk 8jul2010"
5687,2010,"1",2010-7-9 0:00:00,2010-7-27 0:00:00,2010-7-9 0:00:00,2010-7-27 0:00:00,
5688,2010,"1",2010-6-27 0:00:00,2010-7-7 0:00:00,2010-6-27 0:00:00,2010-7-7 0:00:00,
5697,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
5705,2010,"2",2010-7-3 0:00:00,2010-7-22 0:00:00,2010-7-3 0:00:00,2010-7-22 0:00:00,"blu tt added 7/7/2010 gkk 8jul2010"
368,2010,"3",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,
359,2010,"1",2010-7-4 0:00:00,2010-7-19 0:00:00,2010-7-4 0:00:00,2010-7-19 0:00:00,
357,2010,"1",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,"Last day changed from 7/16/2010 to 7/18/2010 based on 7/19 note gkk"
347,2010,"1",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
1195,2010,"1",2010-7-3 0:00:00,2010-7-12 0:00:00,2010-7-3 0:00:00,2010-7-12 0:00:00,
897,2010,"2",2010-6-29 0:00:00,2010-7-15 0:00:00,2010-6-29 0:00:00,2010-7-15 0:00:00,
654,2010,"1",2010-7-1 0:00:00,2010-7-13 0:00:00,2010-7-1 0:00:00,2010-7-13 0:00:00,
833,2010,"2",2010-7-2 0:00:00,2010-7-18 0:00:00,2010-7-2 0:00:00,2010-7-18 0:00:00,
810,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
935,2010,"1",2010-7-2 0:00:00,2010-7-15 0:00:00,2010-7-2 0:00:00,2010-7-15 0:00:00,
5740,2010,"1",2010-7-1 0:00:00,2010-7-16 0:00:00,2010-7-1 0:00:00,2010-7-16 0:00:00,
5741,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
5742,2010,"1",2010-7-2 0:00:00,2010-7-9 0:00:00,2010-7-2 0:00:00,2010-7-9 0:00:00,"Stunted head"
5775,2010,"1",2010-6-26 0:00:00,2010-7-9 0:00:00,2010-6-26 0:00:00,2010-7-9 0:00:00,
5779,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
5782,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
5784,2010,"1",2010-7-7 0:00:00,2010-7-18 0:00:00,2010-7-7 0:00:00,2010-7-18 0:00:00,
5792,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,
5803,2010,"1",2010-6-24 0:00:00,2010-7-6 0:00:00,2010-6-24 0:00:00,2010-7-6 0:00:00,
5808,2010,"2",2010-7-2 0:00:00,2010-7-15 0:00:00,2010-7-2 0:00:00,2010-7-15 0:00:00,
5811,2010,"1",2010-7-7 0:00:00,2010-7-18 0:00:00,2010-7-7 0:00:00,2010-7-18 0:00:00,
40,2010,"1",2010-6-29 0:00:00,2010-7-9 0:00:00,2010-6-29 0:00:00,2010-7-9 0:00:00,
34,2010,"1",2010-6-25 0:00:00,2010-7-9 0:00:00,2010-6-25 0:00:00,2010-7-9 0:00:00,
33,2010,"2",2010-6-29 0:00:00,2010-7-10 0:00:00,2010-6-29 0:00:00,2010-7-10 0:00:00,
32,2010,"1",2010-7-5 0:00:00,2010-7-21 0:00:00,2010-7-5 0:00:00,2010-7-21 0:00:00,
30,2010,"2",2010-7-2 0:00:00,2010-7-18 0:00:00,2010-7-2 0:00:00,2010-7-18 0:00:00,
29,2010,"2",2010-6-25 0:00:00,2010-7-12 0:00:00,2010-6-25 0:00:00,2010-7-12 0:00:00,
28,2010,"2",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,"First day of flowering based on 7/5/2010 obs note gkk 8jul2010"
27,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
1197,2010,"1",2010-7-5 0:00:00,2010-7-13 0:00:00,2010-7-5 0:00:00,2010-7-13 0:00:00,
923,2010,"4",2010-7-1 0:00:00,2010-7-19 0:00:00,2010-7-1 0:00:00,2010-7-19 0:00:00,
5908,2010,"2",2010-7-3 0:00:00,2010-7-12 0:00:00,2010-7-3 0:00:00,2010-7-12 0:00:00,
5912,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
64,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,
62,2010,"3",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
58,2010,"1",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,"Asclepias verticillata fl here"
57,2010,"1",2010-7-1 0:00:00,2010-7-9 0:00:00,2010-7-1 0:00:00,2010-7-9 0:00:00,
53,2010,"3",2010-7-5 0:00:00,2010-7-21 0:00:00,2010-7-5 0:00:00,2010-7-21 0:00:00,
52,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
51,2010,"1",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
50,2010,"2",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
720,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
1134,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
1052,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
6014,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
6026,2010,"1",2010-7-16 0:00:00,2010-8-2 0:00:00,2010-7-16 0:00:00,2010-8-2 0:00:00,
6034,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
6048,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
6051,2010,"1",2010-7-6 0:00:00,2010-7-19 0:00:00,2010-7-6 0:00:00,2010-7-19 0:00:00,
6056,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
6062,2010,"2",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
392,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
383,2010,"2",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
378,2010,"2",2010-7-4 0:00:00,2010-7-24 0:00:00,2010-7-4 0:00:00,2010-7-24 0:00:00,
376,2010,"1",2010-7-2 0:00:00,2010-7-12 0:00:00,2010-7-2 0:00:00,2010-7-12 0:00:00,
375,2010,"5",2010-6-29 0:00:00,2010-7-16 0:00:00,2010-6-29 0:00:00,2010-7-16 0:00:00,
372,2010,"1",2010-7-6 0:00:00,2010-7-15 0:00:00,2010-7-6 0:00:00,2010-7-15 0:00:00,
673,2010,"2",2010-7-12 0:00:00,2010-7-29 0:00:00,2010-7-12 0:00:00,2010-7-29 0:00:00,
697,2010,"1",2010-6-30 0:00:00,2010-7-10 0:00:00,2010-6-30 0:00:00,2010-7-10 0:00:00,
806,2010,"2",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
698,2010,"1",2010-7-8 0:00:00,2010-7-18 0:00:00,2010-7-8 0:00:00,2010-7-18 0:00:00,
959,2010,"1",2010-7-3 0:00:00,2010-7-10 0:00:00,2010-7-3 0:00:00,2010-7-10 0:00:00,
972,2010,"1",2010-7-6 0:00:00,2010-7-19 0:00:00,2010-7-6 0:00:00,2010-7-19 0:00:00,
6099,2010,"1",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,
6123,2010,"1",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
6157,2010,"4",2010-6-30 0:00:00,2010-7-16 0:00:00,2010-6-30 0:00:00,2010-7-16 0:00:00,
6159,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
6160,2010,"2",2010-7-6 0:00:00,2010-7-21 0:00:00,2010-7-6 0:00:00,2010-7-21 0:00:00,
6164,2010,"1",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,
6174,2010,"3",2010-6-29 0:00:00,2010-7-21 0:00:00,2010-6-29 0:00:00,2010-7-21 0:00:00,
6177,2010,"3",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
409,2010,"2",2010-6-29 0:00:00,2010-7-10 0:00:00,2010-6-29 0:00:00,2010-7-10 0:00:00,
402,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
891,2010,"1",2010-7-1 0:00:00,2010-7-13 0:00:00,2010-7-1 0:00:00,2010-7-13 0:00:00,
6218,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
6224,2010,"1",2010-7-6 0:00:00,2010-7-21 0:00:00,2010-7-6 0:00:00,2010-7-21 0:00:00,
6226,2010,"1",2010-7-4 0:00:00,2010-7-13 0:00:00,2010-7-4 0:00:00,2010-7-13 0:00:00,
6231,2010,"1",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
6280,2010,"1",2010-7-5 0:00:00,2010-7-15 0:00:00,2010-7-5 0:00:00,2010-7-15 0:00:00,
6300,2010,"2",2010-6-24 0:00:00,2010-7-15 0:00:00,2010-6-24 0:00:00,2010-7-15 0:00:00,"First Day estimated from 6/25/2010 note"
6316,2010,"1",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
6324,2010,"1",2010-7-8 0:00:00,2010-7-18 0:00:00,2010-7-8 0:00:00,2010-7-18 0:00:00,
1432,2010,"2",2010-7-7 0:00:00,2010-7-21 0:00:00,2010-7-7 0:00:00,2010-7-21 0:00:00,
424,2010,"2",2010-7-1 0:00:00,2010-7-10 0:00:00,2010-7-1 0:00:00,2010-7-10 0:00:00,"grn hd found on 16jul2010, already done"
422,2010,"2",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
960,2010,"2",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
753,2010,"1",2010-7-4 0:00:00,2010-7-19 0:00:00,2010-7-4 0:00:00,2010-7-19 0:00:00,
6244,2010,"1",2010-6-29 0:00:00,2010-7-12 0:00:00,2010-6-29 0:00:00,2010-7-12 0:00:00,
6332,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
6337,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
6344,2010,"1",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
6399,2010,"3",2010-7-7 0:00:00,2010-7-25 0:00:00,2010-7-7 0:00:00,2010-7-25 0:00:00,
6411,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
6413,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
6428,2010,"1",2010-7-4 0:00:00,2010-7-13 0:00:00,2010-7-4 0:00:00,2010-7-13 0:00:00,
89,2010,"1",2010-6-27 0:00:00,2010-7-12 0:00:00,2010-6-27 0:00:00,2010-7-12 0:00:00,
84,2010,"1",2010-6-24 0:00:00,2010-7-6 0:00:00,2010-6-24 0:00:00,2010-7-6 0:00:00,"First Day estimated from 6/25/2010 note"
79,2010,"1",2010-7-2 0:00:00,2010-7-13 0:00:00,2010-7-2 0:00:00,2010-7-13 0:00:00,
858,2010,"2",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
6457,2010,"1",2010-7-5 0:00:00,2010-7-15 0:00:00,2010-7-5 0:00:00,2010-7-15 0:00:00,
6459,2010,"1",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
6464,2010,"1",2010-7-1 0:00:00,2010-7-12 0:00:00,2010-7-1 0:00:00,2010-7-12 0:00:00,
6506,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
6516,2010,"1",2010-6-23 0:00:00,2010-7-6 0:00:00,2010-6-23 0:00:00,2010-7-6 0:00:00,
6517,2010,"1",2010-7-15 0:00:00,2010-7-27 0:00:00,2010-7-15 0:00:00,2010-7-27 0:00:00,
6520,2010,"3",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
6522,2010,"1",2010-6-28 0:00:00,2010-7-9 0:00:00,2010-6-28 0:00:00,2010-7-9 0:00:00,
6526,2010,"3",2010-7-2 0:00:00,2010-7-12 0:00:00,2010-7-2 0:00:00,2010-7-12 0:00:00,
6529,2010,"1",2010-7-22 0:00:00,2010-8-4 0:00:00,2010-7-22 0:00:00,2010-8-4 0:00:00,
6536,2010,"1",2010-7-6 0:00:00,2010-7-19 0:00:00,2010-7-6 0:00:00,2010-7-19 0:00:00,
6539,2010,"1",2010-7-9 0:00:00,2010-7-21 0:00:00,2010-7-9 0:00:00,2010-7-21 0:00:00,
6544,2010,"1",2010-7-5 0:00:00,2010-7-15 0:00:00,2010-7-5 0:00:00,2010-7-15 0:00:00,
6551,2010,"1",2010-6-29 0:00:00,2010-7-10 0:00:00,2010-6-29 0:00:00,2010-7-10 0:00:00,
466,2010,"3",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,
465,2010,"1",2010-6-26 0:00:00,2010-7-12 0:00:00,2010-6-26 0:00:00,2010-7-12 0:00:00,
464,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
458,2010,"1",2010-6-29 0:00:00,2010-7-9 0:00:00,2010-6-29 0:00:00,2010-7-9 0:00:00,
457,2010,"1",2010-7-1 0:00:00,2010-7-13 0:00:00,2010-7-1 0:00:00,2010-7-13 0:00:00,
456,2010,"1",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,"Has been eaten by something"
759,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
1085,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
1143,2010,"1",2010-7-5 0:00:00,2010-7-16 0:00:00,2010-7-5 0:00:00,2010-7-16 0:00:00,
1009,2010,"2",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
747,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
820,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
6573,2010,"1",1911-1-1 0:00:00,1911-1-1 0:00:00,1911-1-1 0:00:00,1911-1-1 0:00:00,
6585,2010,"1",2010-7-4 0:00:00,2010-7-22 0:00:00,2010-7-4 0:00:00,2010-7-22 0:00:00,
6590,2010,"1",2010-6-29 0:00:00,2010-7-15 0:00:00,2010-6-29 0:00:00,2010-7-15 0:00:00,
6607,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
6639,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,
6650,2010,"1",2010-7-9 0:00:00,2010-7-18 0:00:00,2010-7-9 0:00:00,2010-7-18 0:00:00,
6644,2010,"1",2010-6-29 0:00:00,2010-7-9 0:00:00,2010-6-29 0:00:00,2010-7-9 0:00:00,
6666,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
6667,2010,"3",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
6669,2010,"2",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
489,2010,"1",2010-6-23 0:00:00,2010-7-6 0:00:00,2010-6-23 0:00:00,2010-7-6 0:00:00,
488,2010,"1",2010-7-9 0:00:00,2010-7-22 0:00:00,2010-7-9 0:00:00,2010-7-22 0:00:00,
487,2010,"1",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
484,2010,"1",2010-6-29 0:00:00,2010-7-9 0:00:00,2010-6-29 0:00:00,2010-7-9 0:00:00,
479,2010,"3",2010-6-27 0:00:00,2010-7-15 0:00:00,2010-6-27 0:00:00,2010-7-15 0:00:00,
476,2010,"1",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
472,2010,"4",2010-6-26 0:00:00,2010-7-7 0:00:00,2010-6-26 0:00:00,2010-7-7 0:00:00,
922,2010,"3",2010-7-2 0:00:00,2010-7-19 0:00:00,2010-7-2 0:00:00,2010-7-19 0:00:00,
1096,2010,"2",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
780,2010,"1",2010-6-27 0:00:00,2010-7-12 0:00:00,2010-6-27 0:00:00,2010-7-12 0:00:00,
832,2010,"1",2010-7-2 0:00:00,2010-7-15 0:00:00,2010-7-2 0:00:00,2010-7-15 0:00:00,
683,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
6696,2010,"1",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
6699,2010,"1",2010-6-30 0:00:00,2010-7-10 0:00:00,2010-6-30 0:00:00,2010-7-10 0:00:00,
6722,2010,"1",2010-7-10 0:00:00,2010-7-24 0:00:00,2010-7-10 0:00:00,2010-7-24 0:00:00,
6760,2010,"1",2010-7-2 0:00:00,2010-7-13 0:00:00,2010-7-2 0:00:00,2010-7-13 0:00:00,
6763,2010,"1",2010-6-29 0:00:00,2010-7-10 0:00:00,2010-6-29 0:00:00,2010-7-10 0:00:00,"changed pos from 898.5 to 899 gkk 8jul2010"
508,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,"Should be 948;changed from 945 to 948 gkk 28jun10"
509,2010,"3",2010-7-5 0:00:00,2010-7-24 0:00:00,2010-7-5 0:00:00,2010-7-24 0:00:00,
501,2010,"1",2010-7-6 0:00:00,2010-7-12 0:00:00,2010-7-6 0:00:00,2010-7-12 0:00:00,
913,2010,"1",2010-7-6 0:00:00,2010-7-24 0:00:00,2010-7-6 0:00:00,2010-7-24 0:00:00,
746,2010,"1",2010-7-5 0:00:00,2010-7-19 0:00:00,2010-7-5 0:00:00,2010-7-19 0:00:00,
6810,2010,"1",2010-7-3 0:00:00,2010-7-16 0:00:00,2010-7-3 0:00:00,2010-7-16 0:00:00,
6812,2010,"1",2010-7-1 0:00:00,2010-7-15 0:00:00,2010-7-1 0:00:00,2010-7-15 0:00:00,
,2010,"2",2010-6-28 0:00:00,2010-7-15 0:00:00,2010-6-28 0:00:00,2010-7-15 0:00:00,"pos changed from 872.5 to 873 gkk 28jul2010"
6839,2010,"1",2010-7-2 0:00:00,2010-7-15 0:00:00,2010-7-2 0:00:00,2010-7-15 0:00:00,
6884,2010,"1",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
538,2010,"2",2010-6-29 0:00:00,2010-7-15 0:00:00,2010-6-29 0:00:00,2010-7-15 0:00:00,
536,2010,"1",2010-6-26 0:00:00,2010-7-9 0:00:00,2010-6-26 0:00:00,2010-7-9 0:00:00,
534,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
533,2010,"1",2010-6-27 0:00:00,2010-7-10 0:00:00,2010-6-27 0:00:00,2010-7-10 0:00:00,
531,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
523,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
7017,2010,"1",2010-7-10 0:00:00,2010-7-24 0:00:00,2010-7-10 0:00:00,2010-7-24 0:00:00,
116,2010,"1",2010-6-29 0:00:00,2010-7-13 0:00:00,2010-6-29 0:00:00,2010-7-13 0:00:00,
113,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
112,2010,"1",2010-6-29 0:00:00,2010-7-12 0:00:00,2010-6-29 0:00:00,2010-7-12 0:00:00,
110,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
108,2010,"3",2010-6-30 0:00:00,2010-7-13 0:00:00,2010-6-30 0:00:00,2010-7-13 0:00:00,
107,2010,"2",2010-6-25 0:00:00,2010-7-7 0:00:00,2010-6-25 0:00:00,2010-7-7 0:00:00,
900,2010,"2",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,
1162,2010,"2",2010-7-5 0:00:00,2010-7-18 0:00:00,2010-7-5 0:00:00,2010-7-18 0:00:00,
7064,2010,"1",2010-6-29 0:00:00,2010-7-13 0:00:00,2010-6-29 0:00:00,2010-7-13 0:00:00,
7080,2010,"2",2010-6-28 0:00:00,2010-7-12 0:00:00,2010-6-28 0:00:00,2010-7-12 0:00:00,
7143,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
7150,2010,"1",2010-7-9 0:00:00,2010-7-27 0:00:00,2010-7-9 0:00:00,2010-7-27 0:00:00,
1537,2010,"1",2010-7-10 0:00:00,2010-7-24 0:00:00,2010-7-10 0:00:00,2010-7-24 0:00:00,
143,2010,"1",2010-7-2 0:00:00,2010-7-13 0:00:00,2010-7-2 0:00:00,2010-7-13 0:00:00,
139,2010,"1",2010-6-29 0:00:00,2010-7-13 0:00:00,2010-6-29 0:00:00,2010-7-13 0:00:00,
138,2010,"1",2010-6-30 0:00:00,2010-7-9 0:00:00,2010-6-30 0:00:00,2010-7-9 0:00:00,
136,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,"tt changed from blu to bac 7/14/2010"
7173,2010,"1",2010-7-6 0:00:00,2010-7-18 0:00:00,2010-7-6 0:00:00,2010-7-18 0:00:00,
7188,2010,"1",2010-7-9 0:00:00,2010-7-22 0:00:00,2010-7-9 0:00:00,2010-7-22 0:00:00,
7206,2010,"2",2010-6-30 0:00:00,2010-7-18 0:00:00,2010-6-30 0:00:00,2010-7-18 0:00:00,
7219,2010,"1",2010-7-9 0:00:00,2010-7-24 0:00:00,2010-7-9 0:00:00,2010-7-24 0:00:00,
7261,2010,"1",2010-6-27 0:00:00,2010-7-10 0:00:00,2010-6-27 0:00:00,2010-7-10 0:00:00,
7275,2010,"1",2010-7-9 0:00:00,2010-7-21 0:00:00,2010-7-9 0:00:00,2010-7-21 0:00:00,
1553,2010,"1",2010-7-3 0:00:00,2010-7-18 0:00:00,2010-7-3 0:00:00,2010-7-18 0:00:00,
562,2010,"2",2010-7-3 0:00:00,2010-7-15 0:00:00,2010-7-3 0:00:00,2010-7-15 0:00:00,
561,2010,"2",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,
556,2010,"1",2010-7-4 0:00:00,2010-7-21 0:00:00,2010-7-4 0:00:00,2010-7-21 0:00:00,
554,2010,"1",2010-7-4 0:00:00,2010-7-15 0:00:00,2010-7-4 0:00:00,2010-7-15 0:00:00,
553,2010,"1",2010-6-27 0:00:00,2010-7-9 0:00:00,2010-6-27 0:00:00,2010-7-9 0:00:00,
547,2010,"2",2010-6-27 0:00:00,2010-7-16 0:00:00,2010-6-27 0:00:00,2010-7-16 0:00:00,
546,2010,"1",2010-7-5 0:00:00,2010-7-16 0:00:00,2010-7-5 0:00:00,2010-7-16 0:00:00,
1225,2010,"4",2010-7-5 0:00:00,2010-7-22 0:00:00,2010-7-5 0:00:00,2010-7-22 0:00:00,
7225,2010,"2",2010-7-4 0:00:00,2010-7-18 0:00:00,2010-7-4 0:00:00,2010-7-18 0:00:00,"Should be 890;changed from 990 to 890 gkk 28jun10"
7226,2010,"2",2010-7-6 0:00:00,2010-7-27 0:00:00,2010-7-6 0:00:00,2010-7-27 0:00:00,"Should be 890.5;changed from 990.5 to 890.5 gkk 28jun10"
7308,2010,"1",2010-7-4 0:00:00,2010-7-22 0:00:00,2010-7-4 0:00:00,2010-7-22 0:00:00,
7314,2010,"1",2010-6-30 0:00:00,2010-7-12 0:00:00,2010-6-30 0:00:00,2010-7-12 0:00:00,
7336,2010,"1",2010-6-30 0:00:00,2010-7-15 0:00:00,2010-6-30 0:00:00,2010-7-15 0:00:00,
7350,2010,"1",2010-7-6 0:00:00,2010-7-22 0:00:00,2010-7-6 0:00:00,2010-7-22 0:00:00,
7372,2010,"1",2010-7-4 0:00:00,2010-7-16 0:00:00,2010-7-4 0:00:00,2010-7-16 0:00:00,
7391,2010,"1",2010-7-3 0:00:00,2010-7-13 0:00:00,2010-7-3 0:00:00,2010-7-13 0:00:00,
